id,created_at,category,content,address,lon,lat,source,acceptance_no,district,is_true,goal,rectification,status,date,hour_bucket,is_located
[2025]杨浦—014号-11,2025-10-20,生态,信访人认为《群众信访举报转办及被督察区查处情况一览表》中的受理编号为[2025]杨浦—004号信访件，调查核实情况中“海上海上实物业于2025年3月5日又在原地址进行了鹅掌楸树木补种”这一回复与事实不符，表示有照片可证明2025年3月5日上实物业未在原址进行鹅掌楸补种。,地址缺失,,,https://www.shyp.gov.cn/shypq/sthjdc2025/20251020/492475.html,[2025]杨浦—014号,江浦路街道,不属实,加强对绿化补种事宜的指导，根据业主大会流程征询推进树木补种事宜。,下一步，江浦路街道将加强对绿化补种事宜的指导，根据业主大会流程征询推进树木补种事宜。,已办结,2025-10-20,0,False
[2025]杨浦—015号-12,2025-10-22,噪声,信访人反映10.18日至10.19日，定海路街道共青路130号复兴岛船台公园举办的音乐节的演唱活动及音响设备调试过程中，有噪声影响，另外复兴岛内起飞的直升机，飞行期间产生的噪声影响浦东新区博兴路616弄博二小区、栖山路1899弄蝶恋园社区、浦东大道2641弄寺前浜小区和莱阳路111弄中星嘉来苑小区居民生活。信访人诉求为：要求主办方尽早结束活动，采取措施降低音乐节举办期间的噪声影响，减少直升机飞行的噪声影响，并希望相关部门对易产生噪声的活动加强监管，减少对居民生活的影响。,10.18日至10.19日,121.525409,31.259588,https://www.shyp.gov.cn/shypq/sthjdc2025/20251022/492676.html,[2025]杨浦—015号,定海路街道,属实,加强监控，尽量减少环境影响。,活动期间，主办方已在现场安排专人对音量等场控进行实时监控，全力推进音量管控。活动已于10月19日结束。对于直升机飞行事宜将沟通协调相关企业。,已办结,2025-10-22,0,True
[2025]杨浦—019号-13,2025-10-22,大气,信访人反映延吉新村街道水丰路43号杨浦环境发展有限公司第一分公司产生的臭味，影响水丰路15弄小区居民的生活。水丰路近周家嘴路区域，下雨天后路上会明显闻到臭味。信访人希望解决臭味问题，并询问在居民区附近集中停放垃圾车是否合法合规。,延吉新村街道水丰路43号杨浦环境发展,121.542769,31.280663,https://www.shyp.gov.cn/shypq/sthjdc2025/20251022/492676.html,[2025]杨浦—019号,延吉新村街道,不属实,/,杨浦环境发展有限公司第一分公司将继续做好场地周边气味监测工作，如发现异常情况，及时处置，并加强环卫日常工作精细化管理，减少异味产生。,已办结,2025-10-22,0,True
[2025]杨浦—021号-14,2025-10-23,其他,信访人反映大桥街道眉州路185号至眉州路199号路段的眉州路人行道绿化带内，每日10:00至18：00常有共享单车和私人两轮电动车等非机动车乱停放占用绿化带现象。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,大桥街道眉州路185号至眉州路199号路段的眉州路人行道绿化带内,121.53622,31.259425,https://www.shyp.gov.cn/shypq/sthjdc2025/20251023/492757.html,[2025]杨浦—021号,大桥街道,不属实,/,大桥街道综合行政执法队将加强巡查，发现违法违规行为及时处理。,已办结,2025-10-23,0,True
[2025]杨浦—022号-15,2025-10-23,其他,信访人反映殷行街道市光路跨铁路人行桥近军工路处，每日9:30至22:00常有1辆面包车占道设摊售卖活禽，地面羽毛影响周围环境。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,殷行街道市光路跨铁路人行桥近军工路处,121.524796,31.321575,https://www.shyp.gov.cn/shypq/sthjdc2025/20251023/492757.html,[2025]杨浦—022号,殷行街道,部分属实,加强执法巡查，规范经营行为。,1、针对当事人擅自占道设摊经营的违法行为，殷行街道综合行政执法队依据相关法律法规给予其行政处罚。 2、殷行街道将加强对该处点位的执法巡查，同时宣传引流该当事人通过合法途径从事售卖经营活动。,已办结,2025-10-23,0,True
[2025]杨浦—023号-16,2025-10-23,其他,信访人反映大桥街道锦州湾路近宁国路，7至9月每日11：00至20：00路边常有卡车（如：车牌号为沪DMB212等）占道设摊售卖西瓜。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,大桥街道锦州湾路近宁国路,121.536906,31.264566,https://www.shyp.gov.cn/shypq/sthjdc2025/20251023/492757.html,[2025]杨浦—023号,大桥街道,属实,加强日常巡查，依法依规处理占道设摊经营行为。,1、大桥街道执法人员责令其立即整改，并依法给予其行政处罚。 2、大桥街道将继续加强对该区域的日常巡查，发现违法违规行为及时处理。,已办结,2025-10-23,0,True
[2025]杨浦—024号-17,2025-10-23,其他,信访人反映殷行街道中原路62-1号临至中原路66号临的路段，每日上午和傍晚有市民遛狗不牵绳和不清理狗屎的现象。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,殷行街道中原路62-1号临至中原路66号临的路段,121.532203,31.312943,https://www.shyp.gov.cn/shypq/sthjdc2025/20251023/492757.html,[2025]杨浦—024号,殷行街道,不属实,/,"殷行街道将加大该路段的执法巡查力度，宣传引导宠物饲养人文明养宠,遛狗牵绳、及时清理狗屎。",已办结,2025-10-23,0,True
[2025]杨浦—025号-18,2025-10-23,噪声,信访人反映大桥街道眉州路374号的珍味小梅园，每日11:00至20:00店铺门口处放置喇叭，循环播放促销内容，严重噪声扰民。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,大桥街道眉州路374号的珍味小梅园,121.535244,31.261575,https://www.shyp.gov.cn/shypq/sthjdc2025/20251023/492757.html,[2025]杨浦—025号,大桥街道,不属实,/,1、大桥街道执法人员现场向该店铺负责人进行普法宣传。 2、大桥街道将持续加强对眉州路及其延伸区域路面店铺的巡查与监管，防止喇叭噪声扰民情况发生。,已办结,2025-10-23,0,True
[2025]杨浦—026号-19,2025-10-23,噪声,信访人反映大桥街道眉州路376号的鲜奶联营店，每日11:00至20:00店铺门口处放置喇叭，循环播放促销内容，严重噪声扰民。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,大桥街道眉州路376号的鲜奶联营店,121.53518,31.261639,https://www.shyp.gov.cn/shypq/sthjdc2025/20251023/492757.html,[2025]杨浦—026号,大桥街道,不属实,/,1、大桥街道执法人员现场向该店铺负责人进行普法宣传。 2、大桥街道将持续加强对眉州路及其延伸区域路面店铺的巡查与监管，防止喇叭噪声扰民情况发生。,已办结,2025-10-23,0,True
[2025]杨浦—027号-20,2025-10-23,噪声,信访人反映大桥街道平凉路1185号的鑫贺轩，每日11:00到20:00店铺门口处放置喇叭，循环播放促销内容，严重噪声扰民。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,大桥街道平凉路1185号的鑫贺轩,121.534091,31.261895,https://www.shyp.gov.cn/shypq/sthjdc2025/20251023/492757.html,[2025]杨浦—027号,大桥街道,不属实,/,1、大桥街道执法人员现场向该店铺负责人进行普法宣传。 2、大桥街道将持续加强对平凉路1185号及其周边区域路面店铺的巡查与监管，防止喇叭噪声扰民情况发生。,已办结,2025-10-23,0,True
[2025]杨浦—028号-21,2025-10-23,噪声,信访人反映长海路街道中原路85号无店招门面店铺，每日11:00至20:00店铺门口处放置喇叭播放宣传内容，严重噪声扰民。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,长海路街道中原路85号无店招门面店铺,121.531772,31.312789,https://www.shyp.gov.cn/shypq/sthjdc2025/20251023/492757.html,[2025]杨浦—028号,长海路街道,不属实,/,1、长海路街道执法人员对店家进行普法宣传。 2、加强日常巡查，防止喇叭噪声扰民。,已办结,2025-10-23,0,True
[2025]杨浦—029号-22,2025-10-23,噪声,信访人反映殷行街道中原路70-1号的罗丽丝服装店，每日11:00至20:00店铺门口处放置喇叭，循环播放促销内容，严重噪声扰民。信访人诉求：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,殷行街道中原路70-1号的罗丽丝服装店,121.532191,31.313296,https://www.shyp.gov.cn/shypq/sthjdc2025/20251023/492757.html,[2025]杨浦—029号,殷行街道,属实,加强对经营性喇叭噪声的监管。,殷行街道执法人员现场要求罗丽丝服装店关停高音喇叭。同时，向当事人进行普法宣传，告知其经营行为应避免影响周边居民生活。,已办结,2025-10-23,0,True
[2025]杨浦—030号-23,2025-10-23,噪声,信访人反映长海路街道中原路87号的胖美眉服装店，每日11:00至20:00店铺门口处放置喇叭，循环播放促销内容，严重噪声扰民。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,长海路街道中原路87号的胖美眉服装店,121.531784,31.312987,https://www.shyp.gov.cn/shypq/sthjdc2025/20251023/492757.html,[2025]杨浦—030号,长海路街道,不属实,/,1、长海路街道执法人员对店家进行普法宣传。 2、加强日常巡查，防止喇叭噪声扰民。,已办结,2025-10-23,0,True
[2025]杨浦—031号-24,2025-10-24,噪声,信访人代表军工路400弄时运苑业委会反映，该小区西侧的高架路上，车辆行驶过程中产生的噪声影响小区居民生活。该业委会聘请南京宁韵环境检测有限公司检测后，出具的CMA报告中点位的昼间等效声级、夜间等效声级（Leq）均超过《声环境质量标准》（GB3096-2008）中的环境噪声限值。信访人诉求：解决高架路噪声扰民问题。,地址缺失,,,https://www.shyp.gov.cn/shypq/sthjdc2025/20251024/492846.html,[2025]杨浦—031号,定海街道,属实,区建管委将积极与相关部门沟通。,针对反映的情况，区建管委已将有关诉求及相关线索向中环线高架运维主管部门市道运中心反馈，并及时与主管部门沟通跟进。,已办结,2025-10-24,0,False
[2025]杨浦—034号-25,2025-10-26,大气,信访人反映在长海路街道国和路445弄1号楼和4号楼之间，国和路教堂斜对面，有小四川、小山东等三家餐饮店，中午和晚上用餐时间，油烟扰民。信访人诉求：解决油烟扰民问题。,长海路街道国和路445弄1号楼和4号楼之间,121.519829,31.308936,https://www.shyp.gov.cn/shypq/sthjdc2025/20251026/492847.html,[2025]杨浦—034号,长海路街道,属实,加强对3家餐饮店油烟净化设施、异味处理设施的监管，确保设备正常运行。,1、要求3家餐饮店要及时关注油烟净化设备运行情况，保障相关设备保持开启状态，确保设备正常运行。 2、要求3家餐饮店加强油烟净化设施清洗保养维护，规范油烟净化设施台账记录。 3、针对“山东菜馆”无异味处理设施的问题，长海街道综合行政执法队将约谈该店铺负责人作后续处理。,阶段性办结,2025-10-26,0,True
[2025]杨浦—035号-26,2025-10-26,垃圾,信访人反映在大桥街道眉州路1055弄的保利越秀和樾天汇小区北侧的垃圾厢房门前坡道处（靠近互联宝地T2楼，该小区与金隅外滩东岸之间无名道路区域），小区物业日常（早、中、晚不定时）将垃圾桶和垃圾车停放在该处，污染地面并产生异味，影响周围环境。信访人主要诉求：禁止物业在坡道堆放垃圾桶和停放垃圾车，保持该处周边环境卫生，物业垃圾作业应在小区内部处置。,大桥街道眉州路1055弄的保利越秀和樾天汇小区北侧的垃圾厢房门前坡道处（靠近互联宝地T2楼,121.526548,31.270438,https://www.shyp.gov.cn/shypq/sthjdc2025/20251026/492847.html,[2025]杨浦—035号,大桥街道,部分属实,加强管理，营造干净整洁的小区居住环境。,大桥街道工作人员指导小区按照垃圾分类要求做好垃圾分类工作，及时清运，并告知小区物业单位，垃圾箱房门口坡道不可停放车辆，除垃圾清运期间，其余时间不可将垃圾桶摆放在坡道上，同时做好坡道的清洁工作，避免脏污及异味产生。小区物业将按要求做好后续管理工作。,已办结,2025-10-26,0,True
[2025]杨浦—036号-27,2025-10-27,生态噪声垃圾其他,1、信访人对群众信访举报转办及被督察区查处情况一览表中编号为：[2025]杨浦—021号、[2025]杨浦—024号、 [2025]杨浦—026号、[2025]杨浦—028号、[2025]杨浦—030号“是否属实”一栏中的“不属实”答复，表示不满意。信访人表示来信附有明显证据照片，核实结果至少应该为“部分属实”。信访人诉求：重新核实。,地址缺失,,,https://www.shyp.gov.cn/shypq/sthjdc2025/20251027/492970.html,[2025]杨浦—036号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,[2025]杨浦—021号：为杜绝此现象，大桥街道执法人员采取以下措施：1.临时用警戒带将绿化带与人行道进行隔离。2.安排人员加强在该时间段内的巡查，规整车辆摆放并引导骑行人员正确停放车辆。 [2025]杨浦—024号：鉴于行为发生的随机性，殷行街道将持续加强该路段的执法巡查力度，增加该路段巡查频次；依法告知宠物饲养人文明养宠，遛狗牵绳、及时清理狗屎，对于拒不配合的，依法予以处理。 [2025]杨浦—026号：大桥街道执法人员现场对该店铺负责人做好普法宣传工作，告知该店铺负责人，在经营活动中禁止有噪音扰民的情况。因该处情况具有动态性，执法人员将持续加强对眉州路及其延伸区域路面店铺的巡查与监管，预防喇叭叫卖，防止噪声扰民现象发生。 [2025]杨浦—028号：长海街道执法人员现场对相关店铺负责人进行普法宣传，告知其在经营活动中禁止有噪音扰民的情况。因该处情况具有动态性，后续执法人员将持续加强对中原路沿街店铺的巡查，防止喇叭叫卖噪声扰民现象的发生。 [2025]杨浦—030号：长海街道执法人员现场对相关店铺负责人进行普法宣传，告知其在经营活动中禁止有噪音扰民的情况。因该处情况具有动态性，后续执法人员将持续加强对中原路沿街店铺的巡查，防止喇叭叫卖噪声扰民现象的发生。,已办结,2025-10-27,0,False
[2025]杨浦—036号-28,2025-10-27,生态噪声垃圾其他,2、信访人反映长白街道控江路18弄14号居民楼内，存在楼道堆物情况，影响环境卫生。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,长白街道控江路18弄14号居民楼内,121.548495,31.290155,https://www.shyp.gov.cn/shypq/sthjdc2025/20251027/492970.html,[2025]杨浦—036号,长白新村街道,属实,加强管理，营造整洁有序的城市环境。,小区居委和物业已组织人员对楼道内堆物进行清理。,已办结,2025-10-27,0,True
[2025]杨浦—036号-29,2025-10-27,生态噪声垃圾其他,3、信访人反映定海路街道复兴岛定海桥上人行道内，每日9:30至16:30，有违规垂钓情况，破坏河道生态环境。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,定海路街道复兴岛定海桥上人行道内,121.562683,31.273121,https://www.shyp.gov.cn/shypq/sthjdc2025/20251027/492970.html,[2025]杨浦—036号,定海路街道,部分属实,加强管理，营造整洁有序的城市环境。,定海街道执法人员将加强巡查，依法对垂钓者进行劝导。,已办结,2025-10-27,0,True
[2025]杨浦—036号-30,2025-10-27,生态噪声垃圾其他,4、信访人反映长海路街道翔殷路海军特色医学中心附近人行过街地道口，有夜间偷倒建筑垃圾现象，严重影响城市环境卫生。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,长海路街道翔殷路海军特色医学中心附近人行过街地道口,121.524967,31.304185,https://www.shyp.gov.cn/shypq/sthjdc2025/20251027/492970.html,[2025]杨浦—036号,长海路街道,部分属实,加强管理，营造整洁有序的城市环境。,长海街道将加强对翔殷路海军特色医学中心附近人行地道口周边区域的巡查，并安装隔离设施，对该区域采取有效管控，保障区域市容环境整洁卫生。,已办结,2025-10-27,0,True
[2025]杨浦—036号-31,2025-10-27,生态噪声垃圾其他,5、信访人反映大桥街道平凉路1195号的来伊份，周末及节假日10：00至19：00，在店铺门口处放置喇叭，循环播放促销内容，严重噪声扰民。诉求：督促相关部门联合执法，加强商铺噪声监管，防止问题回潮。,大桥街道平凉路1195号的来伊份,121.534404,31.262134,https://www.shyp.gov.cn/shypq/sthjdc2025/20251027/492970.html,[2025]杨浦—036号,大桥街道,部分属实,加强管理，营造整洁有序的城市环境。,大桥街道执法人员现场向该店铺负责人进行普法宣传，并加强对该路段和周边区域的巡查，一经发现噪声扰民现象，依法予以处理。,已办结,2025-10-27,0,True
[2025]杨浦—036号-32,2025-10-27,生态噪声垃圾其他,6、信访人反映大桥街道长阳路、黄兴路路口（12号线宁国路站2号出口），9:30至18:00左右，长阳路人行道上有共享单车乱停放情况，占用盲道，影响盲人通行及市容环境。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,大桥街道长阳路、黄兴路路口（12号线宁国路站2号出口）,121.536906,31.264566,https://www.shyp.gov.cn/shypq/sthjdc2025/20251027/492970.html,[2025]杨浦—036号,大桥街道,属实,加强管理，营造整洁有序的城市环境。,大桥街道执法人员立即通知共享单车公司进行清运和规范摆放，并对占用盲道的车辆进行清理。,已办结,2025-10-27,0,True
[2025]杨浦—036号-33,2025-10-27,生态噪声垃圾其他,7、信访人反映控江街道控江路1042号—1044号沿街店铺门口人行道上，每日上午和傍晚遛狗高峰时段，有市民遛狗不牵绳和不清理狗屎的现象。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,控江街道控江路1042号—1044号沿街店铺门口人行道上,121.530384,31.279648,https://www.shyp.gov.cn/shypq/sthjdc2025/20251027/492970.html,[2025]杨浦—036号,控江路街道,部分属实,加强管理，营造整洁有序的城市环境。,控江街道安排环卫作业队伍立即对遗留在地面的狗粪进行清理，并在遛狗高峰时段增加巡查频次，引导市民文明遛狗，如发现未牵绳、污染环境行为及时予以劝阻。,已办结,2025-10-27,0,True
[2025]杨浦—038号-34,2025-10-28,垃圾,信访人来信反映大桥街道万汇公寓西侧渭南路的人行道上，经常存在乱堆放建筑垃圾和生活垃圾的情况，影响市容环境和行人行走。信访人诉求为：相关部门加强日常巡查监管力度，发现情况及时处置。,大桥街道万汇公寓西侧渭南路的人行道上,121.536226,31.263405,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—038号,大桥街道,部分属实,加强管理，营造整洁有序的城市环境。,1、属地居委和物业单位加大宣传力度，劝导周边小区居民不在此处偷倒装潢垃圾。 2、加强巡查，一经发现该处有垃圾堆放情况，立即组织清运。,已办结,2025-10-28,0,True
